Complaint_ID,Complaint_Text,Complaint_Type,Block,Floor,Room_No,Category,Duration,Students_Affected,Support_Count,Priority,Status,Complaint_Date
C0687,"Dear Warden, there is a water leakage from the ceiling in my room every time it rains, for almost 2 weeks. This is getting really frustrating.",Public,A,Ground,8,Leakage,for 5 hours,4,1,High,Rejected,27-01-2026
C0688,"Sir, the washroom light on our floor stays off no matter how many times we flip the switch, since this morning. Thanks in advance.",Public,B,Fourth,48,Light,since 2 hours,1,1,Medium,Pending,20-07-2026
C0689,"Sir, the window in my room doesnt close properly and lets in rain during storms. Please treat this as urgent.",Public,C,Ground,2,Window,since noon,3,2,Medium,Pending,11-06-2026
C0690,"Respected Warden, window pane in the common room cracked after the wind last night. Would appreciate a quick fix.",Public,A,Ground,4,Window,for the past 2 days,2,1,Medium,In Progress,30-06-2026
C0691,"Quick complaint, the ethernet port in my room hasnt been working for the past few days. Thanks in advance.",Public,C,First,15,Internet,since two days back,16,10,Medium,Resolved,01-02-2026
C0692,The laundry service keeps delaying pickups by almost a week now. Hope this gets resolved soon.,Public,C,First,12,Laundry,since 30 minutes,4,1,Medium,In Progress,27-06-2026
C0693,"Madam, the security guard at the main gate was missing for almost the entire night. Kindly resolve at the earliest.",Public,A,Fourth,48,Security,since 2 hours,67,55,High,Resolved,23-03-2026
C0694,"To whoever is in charge, water coming out of the tap looks slightly cloudy and has a strange smell, since Thursday. This is getting really frustrating.",Public,B,Fourth,43,Water Supply,since last night,15,10,Medium,Resolved,01-04-2026
C0695,"Sir, the lift got stuck between the second and third floor with a few of us inside for almost fifteen minutes. Thanks in advance.",Public,B,Second,26,Lift,for the past few hours,4,2,Critical,Resolved,14-04-2026
C0696,"To whoever is in charge, laundry bag i submitted got mixed up with someone elses this time. This needs urgent attention.",Public,B,Second,24,Laundry,for the past 2 days,1,0,Low,In Progress,31-05-2026
C0697,"Dear Warden, the window in my room doesnt close properly and lets in rain during storms, for the past 2 days. This needs urgent attention.",Public,C,First,18,Window,for the past few hours,3,2,Medium,In Progress,20-06-2026
C0698,"Dear Warden, construction work outside starts really early and disturbs everyone trying to study, since this evening. Kindly resolve at the earliest.",Public,C,Ground,1,Noise,for 4 days now,26,9,Medium,In Progress,29-04-2026
C0699,"Just wanted to mention, the switchboard cover in my room is cracked and the wiring is slightly exposed. Someone please check this.",Public,C,Ground,8,Electricity,since 2 hours,6,3,Medium,In Progress,12-06-2026
C0700,"Hi, the pipe behind the washroom wall is leaking and the floor stays wet all the time. Would help a lot if this got fixed.",Public,A,Third,31,Leakage,for close to a fortnight,5,2,High,Rejected,05-04-2026
C0701,"Just wanted to mention, cobwebs have built up in the corner of the corridor and nobody seems to have noticed. Hope this gets resolved soon.",Public,A,Third,38,Cleanliness,since this afternoon,6,5,Low,In Progress,09-06-2026
C0702,"Hello, clothes ive dropped for washing four days back still havent been returned. Not happy about this at all.",Public,B,Fourth,42,Laundry,for over a week,2,2,Medium,In Progress,20-05-2026
C0703,The dustbin in the common area has gone missing since last week. Please fix this soon.,Public,B,Fourth,41,Furniture,since last night,2,1,Low,In Progress,25-06-2026
C0704,"Excuse me, the timing of water supply keeps shifting and nobody tells us in advance. Someone please check this.",Public,B,Second,22,Water Supply,since this morning,20,10,Medium,Rejected,28-05-2026
C0705,"Sir, my laptop was stolen from my room while i had stepped out for dinner. Kindly send someone to check.",Private,C,First,14,Security,for 5 hours,1,0,High,Resolved,09-06-2026
C0706,"To whoever is in charge, there is a constant leak near the washroom entrance and the floor is always slippery.",Public,A,Third,38,Washroom,since last week,22,17,High,Pending,06-07-2026
C0707,"Madam, lift doors dont close properly and it still starts moving, feels really unsafe, for 3-4 days now. Kindly resolve at the earliest.",Public,A,Third,31,Lift,for 6 days,63,46,High,Pending,28-05-2026
C0708,"Respected Warden, the tank supplying our floor seems to have run dry, taps are just making noise with no water coming out. Would help a lot if this got fixed.",Public,B,Ground,9,Water Supply,since noon,37,6,High,Resolved,19-06-2026
C0709,"To whoever is in charge, there was loud shouting from the room next door well past midnight again. Kindly resolve at the earliest.",Public,C,Second,27,Noise,for 2 weeks now,40,29,High,Resolved,02-05-2026
C0710,Clothes ive dropped for washing four days back still havent been returned. Please look into this.,Public,C,Ground,5,Laundry,for 3-4 days now,5,1,Medium,In Progress,25-03-2026
C0711,"Sir, wifi speed in the corner rooms is always weaker than the rest of the floor. This needs urgent attention.",Public,B,Second,22,WiFi,for the past 2 days,6,1,Low,In Progress,20-05-2026
C0712,"Madam, construction work outside starts really early and disturbs everyone trying to study, since 30 minutes. Would help a lot if this got fixed.",Public,C,Third,40,Noise,for 6 days,22,8,Medium,In Progress,18-05-2026
C0713,The fan in my room stopped working two days back and with this heat its become really hard to sleep. Kindly send someone to check.,Public,B,Fourth,49,Fan,for almost 2 weeks,3,2,High,Resolved,20-06-2026
C0714,The laundry service keeps delaying pickups by almost a week now. pls fix asap,Public,C,Ground,10,Laundry,since 2 hours,5,2,Medium,Pending,11-07-2026
C0715,"Hi, laundry bag i submitted got mixed up with someone elses this time. Please treat this as urgent.",Public,C,Second,23,Laundry,since last week,1,0,Low,In Progress,07-06-2026
C0716,"To whoever is in charge, someone has been messaging me repeatedly even after i asked them to stop, its starting to make me uncomfortable, for more than 10 days. Not happy about this at all.",Private,B,First,12,Security,since last Friday,2,0,Medium,In Progress,26-06-2026
C0717,"The switchboard cover in my room is cracked and the wiring is slightly exposed, since last night. Someone please check this.",Public,A,First,18,Electricity,since Tuesday,12,5,Medium,In Progress,03-06-2026
C0718,"Sir, garbage from the bins near the entrance hasnt been cleared in three days. Please fix this soon.",Public,C,First,14,Cleanliness,for the past few hours,23,8,Medium,Pending,15-07-2026
C0719,"Respected Warden, flush in the washroom near the stairs has completely stopped working. Someone please check this.",Public,A,Ground,10,Washroom,for 4 days now,17,13,High,In Progress,09-06-2026
C0720,"Just wanted to mention, one of my shirts came back from laundry with a tear that wasnt there before, for the past few hours. Please look into this.",Public,B,Second,21,Laundry,for a month now,2,1,Low,Resolved,17-02-2026
C0721,"Good morning, lift doors dont close properly and it still starts moving, feels really unsafe, since last Friday. pls fix asap",Public,A,Fourth,50,Lift,for 5 hours,48,12,High,Pending,16-07-2026
C0722,"To whoever is in charge, the tank supplying our floor seems to have run dry, taps are just making noise with no water coming out, since this afternoon. Please fix this soon.",Public,B,Second,23,Water Supply,since 2 hours,38,31,High,In Progress,06-05-2026
C0723,"Flush in the washroom near the stairs has completely stopped working, since this afternoon. Thanks in advance.",Public,B,Ground,6,Washroom,for 3-4 days now,22,4,High,Resolved,24-05-2026
C0724,"Madam, flush in the washroom near the stairs has completely stopped working.",Public,A,First,19,Washroom,for 3-4 days now,23,17,High,Resolved,06-02-2026
C0725,"Excuse me, window pane in the common room cracked after the wind last night. Please look into this.",Public,B,First,14,Window,for the past few hours,3,1,Medium,In Progress,15-07-2026
C0726,"Madam, there is standing dirty water near the back entrance because the drain wont clear, for 2 weeks now. pls fix asap",Public,B,Ground,5,Drainage,since last week,21,5,High,Resolved,08-05-2026
C0727,"Just wanted to mention, the washroom light on our floor stays off no matter how many times we flip the switch. Kindly resolve at the earliest.",Public,C,Second,30,Light,since Tuesday,1,1,Medium,Pending,09-07-2026
C0728,"Good morning, the common room hasnt been swept in days, dust has piled up everywhere. Would help a lot if this got fixed.",Public,C,Fourth,43,Cleanliness,since last night,11,3,Medium,In Progress,05-07-2026
C0729,"Madam, mattress has a musty smell that wont go away even after airing it out, for close to a fortnight. Someone please check this.",Public,A,Second,28,Mattress,since last night,1,0,Medium,In Progress,07-06-2026
C0730,Window pane in the common room cracked after the wind last night. This needs urgent attention.,Public,C,Second,30,Window,for 5 hours,1,0,Medium,Pending,11-07-2026
C0731,"To whoever is in charge, there was loud shouting from the room next door well past midnight again. pls fix asap",Public,C,Ground,8,Noise,since this afternoon,48,28,High,Resolved,02-06-2026
C0732,"Good morning, there was a complete power outage on our floor for almost the entire night. pls fix asap",Public,B,Third,31,Electricity,since last Friday,48,39,High,In Progress,07-07-2026
C0733,"Hi, there was loud shouting from the room next door well past midnight again. This is getting really frustrating.",Public,A,Third,36,Noise,since 30 minutes,38,27,High,In Progress,15-04-2026
C0734,"Hey, connection keeps dropping every few minutes making it hard to attend online classes. Thanks in advance.",Public,A,Fourth,45,WiFi,since 2 hours,34,26,Medium,Pending,27-07-2026
C0735,"Dear Warden, my laptop was stolen from my room while i had stepped out for dinner.",Private,A,Third,36,Security,for 4 days now,1,0,High,Resolved,17-05-2026
C0736,"Excuse me, construction work outside starts really early and disturbs everyone trying to study, since last night. Would appreciate a quick fix.",Public,A,Third,34,Noise,for a month now,33,18,Medium,Pending,22-07-2026
C0737,"Excuse me, flush in the washroom near the stairs has completely stopped working. Would appreciate a quick fix.",Public,C,Third,32,Washroom,for 5 hours,22,10,High,In Progress,11-06-2026
C0738,"Quick complaint, roti served today was undercooked on one side.",Public,B,Second,21,Mess,since this morning,6,4,Low,Pending,07-07-2026
C0739,The dustbin in the common area has gone missing since last week.,Public,C,Second,27,Furniture,for more than 10 days,2,1,Low,Pending,23-04-2026
C0740,"Hi, the common washroom on our floor has had a foul smell for two days now, nobody wants to use it. Would help a lot if this got fixed.",Public,C,First,20,Washroom,since the weekend,22,13,High,In Progress,15-05-2026
C0741,"Quick complaint, there was a burning smell followed by visible sparks from the wall socket near my bed. Kindly send someone to check.",Public,B,Second,24,Electricity,since Wednesday,5,1,Critical,In Progress,12-04-2026
C0742,"Respected Warden, the laundry service keeps delaying pickups by almost a week now. Hope this gets resolved soon.",Public,C,Third,34,Laundry,for 5 hours,4,3,Medium,Pending,18-07-2026
C0743,"Dear Warden, power has been cutting on and off every hour on our floor since yesterday. Someone please check this.",Public,A,Fourth,49,Electricity,for the past 2 days,50,17,High,Pending,13-07-2026
C0744,"Excuse me, wifi speed in the corner rooms is always weaker than the rest of the floor. This is getting really frustrating.",Public,B,First,16,WiFi,since 30 minutes,5,3,Low,In Progress,03-04-2026
C0745,"Good morning, the light outside our room door has been dim for a while now, might need changing. Thanks in advance.",Public,A,Third,36,Light,for 4 days now,9,7,Low,Pending,31-07-2026
C0746,"Sir, one bulb in the corridor near the stairs has fused and needs replacing. This needs urgent attention.",Public,B,Ground,6,Light,since last week,8,2,Low,Pending,28-07-2026
C0747,"Hey, cockroaches have taken over the kitchen area of the mess, its becoming unhygienic. Need this fixed soon.",Public,B,Fourth,44,Pest Control,since this afternoon,39,11,High,Resolved,10-05-2026
C0748,"Good morning, power has been cutting on and off every hour on our floor since yesterday. This is getting really frustrating.",Public,A,Ground,9,Electricity,for the past few hours,50,9,High,Pending,20-07-2026
C0749,"Hey, there hasnt been any drinking water in the cooler since this morning. Please fix this soon.",Public,A,Fourth,45,Water Cooler,for over a week,27,8,Medium,Pending,30-07-2026
C0750,There is a constant leak near the washroom entrance and the floor is always slippery. Would help a lot if this got fixed.,Public,C,Second,23,Washroom,since this evening,29,24,High,In Progress,16-05-2026
C0751,"Excuse me, main entrance door of our block has been stuck half open for two days, anyone could walk in at night. Kindly resolve at the earliest.",Public,B,First,15,Door,for almost a week,41,22,High,Resolved,03-04-2026
C0752,"Sir, the vegetables in todays lunch were not washed properly, could see mud on them. Need this fixed soon.",Public,B,Third,36,Mess,since Tuesday,26,19,Medium,Resolved,31-01-2026
C0753,"Just wanted to mention, the washroom door in my room doesnt lock properly, for the last few days. Hope this gets resolved soon.",Public,A,Second,27,Door,for 6 days,1,0,Medium,Rejected,22-02-2026
C0754,"Sir, i think someone went through my drawer while i was out, a few things feel out of place. This is getting really frustrating.",Private,B,Fourth,49,Security,for 3-4 days now,2,1,Medium,Resolved,04-05-2026
C0755,Power has been cutting on and off every hour on our floor since yesterday. Need this fixed soon.,Public,C,First,12,Electricity,since Thursday,34,23,High,Resolved,27-03-2026
C0756,"My roommate and i have been having constant arguments over shared space and it has gotten pretty tense, since 30 minutes. Please treat this as urgent.",Private,C,Third,40,Security,since Wednesday,1,0,Medium,Pending,29-07-2026
C0757,"Just wanted to mention, the same menu has been repeated for four days in a row now. Not happy about this at all.",Public,B,Ground,10,Mess,for more than 10 days,24,11,Medium,Rejected,26-02-2026
C0758,"Sir, my roommate and i have been having constant arguments over shared space and it has gotten pretty tense. Kindly send someone to check.",Private,A,Ground,6,Security,for more than 10 days,1,0,Medium,In Progress,19-04-2026
C0759,"Quick complaint, roti served today was undercooked on one side. Would appreciate a quick fix.",Public,A,Third,38,Mess,since last week,11,3,Low,In Progress,14-06-2026
C0760,"Hi, one bulb in the corridor near the stairs has fused and needs replacing, for 3-4 days now. Please fix this soon.",Public,C,Ground,8,Light,since 30 minutes,3,1,Low,Pending,07-07-2026
C0761,"Paint on the study table in my room is peeling off badly, since Wednesday. Kindly send someone to check.",Public,B,Third,38,Furniture,for almost 2 weeks,1,0,Low,In Progress,29-06-2026
C0762,"Hey, found bed bugs in my mattress and they have started biting at night. Hope this gets resolved soon.",Public,C,Second,29,Pest Control,for over a week,36,20,High,Pending,23-07-2026
C0763,"Dear Warden, one of the washroom doors doesnt latch shut properly, since Thursday. Someone please check this.",Public,C,Second,22,Washroom,since this evening,15,5,Medium,Pending,05-07-2026
C0764,"Respected Warden, the washroom on our floor hasnt been cleaned properly in a while, for 6 days. Someone please check this.",Public,A,Third,38,Washroom,since last night,20,10,Medium,Resolved,21-02-2026
C0765,"Dear Warden, the tube light in my room has been flickering non stop since two days. Would appreciate a quick fix.",Public,A,Second,29,Light,since two days back,2,1,Medium,Resolved,25-05-2026
C0766,Roti served today was undercooked on one side. Please treat this as urgent.,Public,B,First,20,Mess,for over a week,15,5,Low,Pending,13-07-2026
C0767,"Fan in the common reading room makes a loud grinding noise whenever its switched on, since Wednesday. pls fix asap",Public,C,Second,28,Fan,since yesterday,9,6,Medium,Pending,09-07-2026
C0768,"Mattress has a musty smell that wont go away even after airing it out, since Wednesday. Kindly resolve at the earliest.",Public,B,Third,31,Mattress,since Wednesday,1,0,Medium,Resolved,09-03-2026
C0769,"Respected Warden, someone took cash from my drawer while i was away for the weekend. Not happy about this at all.",Private,A,Fourth,46,Security,for a month now,1,0,High,Resolved,05-05-2026
C0770,"Madam, the common washroom on our floor has had a foul smell for two days now, nobody wants to use it. Hope this gets resolved soon.",Public,B,Second,21,Washroom,for the past 3 days,18,15,High,In Progress,10-07-2026
C0771,"Hi, one of my shirts came back from laundry with a tear that wasnt there before. Not happy about this at all.",Public,C,Second,24,Laundry,since the weekend,2,1,Low,Rejected,07-04-2026
C0772,"Just wanted to mention, there is a water leakage from the ceiling in my room every time it rains, since 30 minutes. Would help a lot if this got fixed.",Public,C,Third,34,Leakage,for the past 3 days,4,3,High,In Progress,29-05-2026
C0773,"The pipe behind the washroom wall is leaking and the floor stays wet all the time, for the last few days. Please fix this soon.",Public,C,Ground,4,Leakage,since last night,2,2,High,Pending,27-07-2026
C0774,"Hi, the fan in my room stopped working two days back and with this heat its become really hard to sleep. Please fix this soon.",Public,C,Ground,10,Fan,since yesterday,3,2,High,Rejected,24-06-2026
C0775,"The timing of water supply keeps shifting and nobody tells us in advance, since Monday. Kindly resolve at the earliest.",Public,A,First,19,Water Supply,for 3-4 days now,21,15,Medium,Pending,27-07-2026
C0776,"Hello, mess timing keeps changing without any notice and we end up missing meals.",Public,C,Second,29,Mess,since 2 hours,37,18,Medium,Pending,15-07-2026
C0777,"Madam, there is a constant leak near the washroom entrance and the floor is always slippery. Please fix this soon.",Public,A,Second,28,Washroom,for more than 10 days,24,17,High,Pending,29-07-2026
C0778,One of the washroom doors doesnt latch shut properly.,Public,C,Third,34,Washroom,since noon,13,9,Medium,In Progress,03-07-2026
C0779,"Quick complaint, shower in the common bathroom only gives cold water no matter how long you wait, since last night. pls fix asap",Public,B,Second,26,Washroom,since the weekend,9,2,Medium,In Progress,31-05-2026
C0780,Some students have been playing loud music till 2 am every night this week. This is getting really frustrating.,Public,A,Ground,10,Noise,since yesterday,40,29,High,In Progress,16-06-2026
C0781,"Just wanted to mention, the same menu has been repeated for four days in a row now. Please look into this.",Public,A,Fourth,44,Mess,since last Friday,35,17,Medium,In Progress,22-05-2026
C0782,"To whoever is in charge, dust has settled thick on the window sills in the common area. Would appreciate a quick fix.",Public,A,Fourth,45,Cleanliness,for close to a fortnight,9,2,Low,Resolved,11-02-2026
C0783,"Just wanted to mention, the washroom on our floor hasnt been cleaned properly in a while, for a month now. Thanks in advance.",Public,A,First,14,Washroom,since 2 hours,17,10,Medium,Resolved,27-05-2026
C0784,"Excuse me, the main electrical panel for our floor is making a buzzing sound constantly. Would appreciate a quick fix.",Public,A,Second,27,Electricity,for almost a week,48,11,High,In Progress,18-07-2026
C0785,"Madam, window pane in the common room cracked after the wind last night. Would appreciate a quick fix.",Public,B,First,16,Window,since last night,2,1,Medium,Pending,12-05-2026
C0786,"Sir, one bulb in the corridor near the stairs has fused and needs replacing. Hope this gets resolved soon.",Public,C,Second,27,Light,since this evening,3,2,Low,Rejected,16-06-2026
C0787,"Shower in the common bathroom only gives cold water no matter how long you wait, for the past 3 days. Someone please check this.",Public,A,First,15,Washroom,since yesterday,16,8,Medium,Pending,08-07-2026
C0788,The ethernet port in my room hasnt been working for the past few days. Hope this gets resolved soon.,Public,C,Fourth,44,Internet,since Thursday,12,4,Medium,Resolved,28-03-2026
C0789,"Just wanted to mention, the tube light in my room has been flickering non stop since two days. This needs urgent attention.",Public,C,Second,28,Light,since yesterday,3,2,Medium,In Progress,22-06-2026
C0790,Laundry bag i submitted got mixed up with someone elses this time.,Public,C,First,17,Laundry,for more than 10 days,2,2,Low,Resolved,17-06-2026
C0791,"Good morning, construction work outside starts really early and disturbs everyone trying to study, since yesterday. Kindly send someone to check.",Public,A,Ground,9,Noise,since last week,38,10,Medium,Pending,06-07-2026
C0792,"Hey, laundry bag i submitted got mixed up with someone elses this time, since this morning. Would help a lot if this got fixed.",Public,C,First,17,Laundry,for a month now,1,0,Low,Resolved,21-01-2026
C0793,"Sir, the mess only had one curry option today which felt less compared to usual. Would help a lot if this got fixed.",Public,A,Third,33,Mess,since noon,7,3,Low,Resolved,29-03-2026
C0794,"Hi, cobwebs have built up in the corner of the corridor and nobody seems to have noticed. Please look into this.",Public,A,First,20,Cleanliness,for almost a week,5,1,Low,Pending,11-07-2026
C0795,The same menu has been repeated for four days in a row now. Someone please check this.,Public,A,Fourth,50,Mess,for the past 3 days,40,18,Medium,Resolved,29-04-2026
C0796,"There is a slight rattling sound from the fan blade in my room, not too bothersome yet. Please look into this.",Public,B,First,20,Fan,since Wednesday,1,1,Low,In Progress,29-05-2026
C0797,"Respected Warden, wifi speed in the corner rooms is always weaker than the rest of the floor. Need this fixed soon.",Public,C,Second,24,WiFi,since Monday,6,3,Low,Resolved,18-04-2026
C0798,"Sir, the door handle in my room feels loose and might fall off soon, since yesterday. Would help a lot if this got fixed.",Public,A,Ground,4,Door,since last week,2,0,Low,In Progress,03-07-2026
C0799,"To whoever is in charge, the dustbin in the common area has gone missing since last week. Kindly resolve at the earliest.",Public,A,First,17,Furniture,for 6 days,1,1,Low,Pending,15-07-2026
C0800,Some students have been playing loud music till 2 am every night this week. Need this fixed soon.,Public,C,Fourth,49,Noise,for almost a week,49,32,High,Resolved,20-05-2026
