Complaint_ID,Complaint_Text,Complaint_Type,Block,Floor,Room_No,Category,Duration_Standardized,Support_Count,Priority,Status,Complaint_Date
C1100,Paint on my room ceiling is peeling in large flakes and falling onto the bed while I sleep.,Private,A,Third,32,Structural,12 days,0,Medium,Pending,10-06-2026
C1101,Plaster keeps falling from the corridor ceiling on the Fourth floor whenever someone walks past.,Public,B,Fourth,44,Structural,3 days,5,Medium,Pending,11-06-2026
C1102,"Water has started seeping through the wall behind my cupboard, the paint is bubbling up.",Private,C,First,13,Leakage,1 week,0,Medium,Pending,12-06-2026
C1103,One of my roommates has had a high fever for two days and there's no first-aid kit available on our floor.,Private,A,Second,26,Medical,2 days,0,High,In Progress,13-06-2026
C1104,The medical room was locked during visiting hours today when a friend needed a bandage.,Public,B,Ground,8,Medical,3 hours,3,Low,Resolved,14-06-2026
C1105,"A senior has been forcing first-years to do their laundry and errands, it's starting to feel like harassment.",Private,C,Second,29,Ragging/Harassment,13 days,0,High,Pending,15-06-2026
C1106,"Some seniors keep mocking a junior's accent in the common room, it's happened a few times now.",Private,A,First,17,Ragging/Harassment,1 week,0,Medium,In Progress,16-06-2026
C1107,I was allotted a room on a floor different from what I requested during the counselling round.,Private,B,Third,37,Room Allocation,4 weeks,0,Low,Pending,17-06-2026
C1108,"My roommate was changed without any prior notice or explanation, I found out only when I saw new luggage in the room.",Private,C,Fourth,48,Room Allocation,2 days,0,Medium,Pending,18-06-2026
C1109,"The study room projector hasn't worked in weeks, we can't use it for group presentations anymore.",Public,A,Second,23,Study Room,12 days,6,Low,Pending,19-06-2026
C1110,"Study room AC has been leaking water onto the carpet, it's starting to smell musty in there.",Public,B,First,15,Study Room,1 week,4,Medium,In Progress,20-06-2026
C1111,"The treadmill in the gym has stopped working, the display just shows an error code now.",Public,C,Ground,2,Structural,6 days,9,Low,Pending,21-06-2026
C1112,"Gym mirror has a long crack running across it, feels unsafe to be near it while exercising.",Public,A,Ground,4,Structural,3 days,3,Medium,Pending,22-06-2026
C1113,"The UPS backup for our floor's corridor lights doesn't kick in at all during outages, we're left in complete darkness.",Public,B,Second,27,Electricity,1 day,10,High,In Progress,23-06-2026
C1114,"Generator fumes are entering through the ground floor windows whenever it's switched on, it's giving people headaches.",Public,C,Ground,7,Electricity,2 days,13,High,Pending,24-06-2026
C1115,The circuit breaker for our room keeps cutting power whenever the AC and heater run at the same time.,Private,A,Third,33,Electricity,8 days,0,Medium,Pending,25-06-2026
C1116,"Voltage keeps fluctuating in the evenings, my laptop charger already got damaged because of it.",Private,B,Fourth,45,Electricity,13 days,0,Medium,In Progress,26-06-2026
C1117,"The geyser in the common washroom takes almost 40 minutes to heat up now, everyone ends up late for classes.",Public,C,Second,28,Water Supply,6 days,8,Medium,Pending,27-06-2026
C1118,"There's a constant sewage smell coming from the drain near the Third floor washroom, it's unbearable by evening.",Public,A,Third,35,Drainage,1 week,12,High,In Progress,28-06-2026
C1119,"The bathroom drain in my room gets fully blocked every few days, water pools around my feet while showering.",Private,B,Ground,9,Drainage,4 days,0,Medium,Pending,29-06-2026
C1120,"One of the beds in my room has a broken frame, it creaks loudly and sags in the middle whenever I sit on it.",Private,C,First,14,Furniture,6 days,0,Low,Pending,01-07-2026
C1121,The reading lamp on my desk keeps flickering and once gave a small shock when I touched the switch.,Private,A,Fourth,42,Electricity,1 day,0,High,In Progress,02-07-2026
C1122,"Cold food is being served for dinner almost every day this week, it's clearly sitting out before being plated.",Public,B,Second,22,Mess,3 days,15,Medium,Pending,03-07-2026
C1123,"Found a small worm in the salad served at lunch today, honestly put me off eating there for a while.",Public,C,Third,39,Mess,5 hours,18,High,In Progress,04-07-2026
C1124,"There wasn't enough food left by the time our batch reached the mess, we had to skip dinner entirely.",Public,A,Ground,1,Mess,1 day,22,Medium,Pending,05-07-2026
C1125,The common washroom has only cold water even though the geyser indicator light shows it's on.,Public,B,Third,36,Washroom,3 days,6,Medium,Pending,06-07-2026
C1126,"Door of the washroom stall doesn't have a working latch, had to hold it shut the whole time.",Public,C,Fourth,47,Washroom,2 days,3,Low,Pending,07-07-2026
C1127,"There's a swarm of ants near the washbasin every morning, seems like there's a sugar spill somewhere behind it.",Public,A,First,19,Pest Control,8 days,5,Low,In Progress,08-07-2026
C1128,"Found bed bug bites on my arm this morning, I think they're coming from the mattress seams.",Private,B,Fourth,46,Pest Control,8 hours,0,High,Pending,09-07-2026
C1129,"Wasps have built a nest right outside my window, it's making me nervous to even open it for air.",Private,C,Second,25,Pest Control,6 days,0,Medium,Pending,10-07-2026
C1130,"The common room WiFi router keeps rebooting every hour, drops every video call I'm on.",Public,A,Ground,3,WiFi,4 days,11,Medium,In Progress,11-07-2026
C1131,"Internet works fine during the day but completely stops between midnight and 6am, right when I need to submit assignments.",Private,B,First,16,Internet,13 days,0,Medium,Pending,12-07-2026
C1132,"Someone propped open the back gate near Block C last night and it stayed open till morning, no one from security noticed.",Public,C,Ground,10,Security,1 day,14,High,In Progress,13-07-2026
C1133,"My cycle went missing from the parking area even though it was locked, the chain was found cut nearby.",Private,A,Ground,5,Parking,1 day,0,High,Pending,14-07-2026
C1134,"The access card reader at the main entrance has stopped reading cards properly, we have to tap five or six times to get in.",Public,B,Ground,6,Security,2 days,8,Medium,Pending,15-07-2026
C1135,"Water cooler on our floor is dispensing water that tastes metallic, I think the filter needs replacing.",Public,C,First,12,Water Cooler,6 days,6,Medium,Pending,16-07-2026
C1136,"The washing machine drum makes a banging noise on spin cycle, worried it might damage clothes eventually.",Public,A,Second,21,Laundry,3 days,3,Low,Pending,17-07-2026
C1137,"Balcony railing outside the common room feels loose when leaned on, could be dangerous if someone isn't careful.",Public,B,Third,38,Structural,1 week,7,High,In Progress,18-07-2026
C1138,AC in the reading hall is leaking water that's pooling under one of the study desks.,Public,C,Fourth,49,AC,4 days,5,Medium,Pending,19-07-2026
C1139,"The mosquito mesh on my window has torn loose from one corner, mosquitoes get in every evening.",Private,A,First,20,Window,2 days,0,Low,Pending,20-07-2026
